timestamp,equity,drawdown_pct
2026-03-21T07:10:24.803601+00:00,100375.0,0
2026-03-21T14:25:24.803601+00:00,100124.06,0
2026-03-21T16:40:24.803601+00:00,100499.53,0
2026-03-21T16:58:24.803601+00:00,100876.4,0
2026-03-21T17:21:24.803601+00:00,100624.21,0
2026-03-21T17:46:24.803601+00:00,101001.55,0
2026-03-21T20:16:24.803601+00:00,101380.31,0
2026-03-21T23:01:24.803601+00:00,101760.48,0
2026-03-22T00:16:24.803601+00:00,102142.08,0
2026-03-22T00:41:24.803601+00:00,102525.12,0
2026-03-22T01:31:24.803601+00:00,102909.59,0
2026-03-22T01:56:24.803601+00:00,103295.5,0
