timestamp,equity,drawdown_pct
2026-02-13T03:53:00+00:00,100375.0,0.0
2026-02-13T03:52:00+00:00,100125.0,0.2491
2026-02-13T04:28:00+00:00,100500.0,0.0
2026-02-13T04:32:00+00:00,100875.0,0.0
2026-02-13T04:04:00+00:00,101250.0,0.0
2026-02-13T04:15:00+00:00,101625.0,0.0
2026-02-13T04:06:00+00:00,101375.0,0.246
2026-02-13T04:04:00+00:00,101750.0,0.0
2026-02-13T04:37:00+00:00,102125.0,0.0
2026-02-13T04:56:00+00:00,101875.0,0.2448
2026-02-13T04:55:00+00:00,101625.0,0.4896
2026-02-13T04:57:00+00:00,101375.0,0.7344
2026-02-13T04:54:00+00:00,101750.0,0.3672
2026-02-13T04:35:00+00:00,102125.0,0.0
2026-02-13T04:49:00+00:00,101875.0,0.2448
2026-02-13T04:39:00+00:00,101625.0,0.4896
2026-02-13T05:02:00+00:00,102000.0,0.1224
2026-02-13T04:38:00+00:00,101750.0,0.3672
2026-02-13T05:29:00+00:00,102125.0,0.0
2026-02-13T04:42:00+00:00,102500.0,0.0
2026-02-13T05:18:00+00:00,102250.0,0.2439
2026-02-13T05:36:00+00:00,102625.0,0.0
2026-02-13T04:48:00+00:00,102375.0,0.2436
2026-02-13T05:26:00+00:00,102750.0,0.0
2026-02-13T05:00:00+00:00,103125.0,0.0
2026-02-13T05:10:00+00:00,103500.0,0.0
2026-02-13T05:12:00+00:00,103250.0,0.2415
2026-02-13T05:57:00+00:00,103000.0,0.4831
2026-02-13T05:32:00+00:00,102750.0,0.7246
2026-02-13T05:09:00+00:00,103125.0,0.3623
2026-02-13T06:02:00+00:00,103500.0,0.0
2026-02-13T05:29:00+00:00,103250.0,0.2415
2026-02-13T05:35:00+00:00,103625.0,0.0
2026-02-13T05:25:00+00:00,103375.0,0.2413
2026-02-13T05:35:00+00:00,103750.0,0.0
2026-02-13T06:21:00+00:00,104125.0,0.0
2026-02-13T06:01:00+00:00,104500.0,0.0
2026-02-13T06:12:00+00:00,104875.0,0.0
2026-02-13T05:53:00+00:00,105250.0,0.0
2026-02-13T05:58:00+00:00,105625.0,0.0
2026-02-13T06:07:00+00:00,106000.0,0.0
2026-02-13T05:57:00+00:00,105750.0,0.2358
2026-02-13T06:14:00+00:00,105500.0,0.4717
2026-02-13T05:55:00+00:00,105250.0,0.7075
2026-02-13T06:43:00+00:00,105625.0,0.3538
2026-02-13T06:40:00+00:00,106000.0,0.0
2026-02-13T06:35:00+00:00,106375.0,0.0
2026-02-13T06:26:00+00:00,106750.0,0.0
2026-02-13T06:16:00+00:00,107125.0,0.0
2026-02-13T06:45:00+00:00,107500.0,0.0
2026-02-13T07:07:00+00:00,107250.0,0.2326
2026-02-13T07:03:00+00:00,107625.0,0.0
2026-02-13T07:12:00+00:00,108000.0,0.0
2026-02-13T06:44:00+00:00,108375.0,0.0
2026-02-13T06:35:00+00:00,108125.0,0.2307
2026-02-13T06:36:00+00:00,107875.0,0.4614
2026-02-13T07:18:00+00:00,107625.0,0.692
2026-02-13T06:36:00+00:00,108000.0,0.346
2026-02-13T07:19:00+00:00,108375.0,0.0
2026-02-13T07:08:00+00:00,108750.0,0.0
2026-02-13T07:18:00+00:00,108500.0,0.2299
2026-02-13T07:04:00+00:00,108875.0,0.0
2026-02-13T07:34:00+00:00,109250.0,0.0
2026-02-13T07:03:00+00:00,109000.0,0.2288
2026-02-13T07:39:00+00:00,109375.0,0.0
2026-02-13T07:42:00+00:00,109125.0,0.2286
2026-02-13T07:55:00+00:00,108875.0,0.4571
2026-02-13T07:45:00+00:00,109250.0,0.1143
2026-02-13T07:50:00+00:00,109625.0,0.0
2026-02-13T07:33:00+00:00,110000.0,0.0
2026-02-13T07:45:00+00:00,110375.0,0.0
2026-02-13T07:30:00+00:00,110750.0,0.0
2026-02-13T08:13:00+00:00,111125.0,0.0
2026-02-13T07:55:00+00:00,111500.0,0.0
2026-02-13T07:44:00+00:00,111875.0,0.0
2026-02-13T07:44:00+00:00,111625.0,0.2235
2026-02-13T08:02:00+00:00,112000.0,0.0
2026-02-13T07:48:00+00:00,111750.0,0.2232
2026-02-13T08:03:00+00:00,111500.0,0.4464
2026-02-13T07:48:00+00:00,111875.0,0.1116
2026-02-13T08:26:00+00:00,112250.0,0.0
2026-02-13T08:37:00+00:00,112625.0,0.0
2026-02-13T08:35:00+00:00,113000.0,0.0
2026-02-13T07:58:00+00:00,113375.0,0.0
2026-02-13T07:54:00+00:00,113125.0,0.2205
2026-02-13T08:22:00+00:00,113500.0,0.0
2026-02-13T08:55:00+00:00,113875.0,0.0
2026-02-13T08:18:00+00:00,114250.0,0.0
2026-02-13T08:19:00+00:00,114625.0,0.0
2026-02-13T08:45:00+00:00,115000.0,0.0
2026-02-13T08:27:00+00:00,115375.0,0.0
2026-02-13T08:42:00+00:00,115750.0,0.0
2026-02-13T08:23:00+00:00,116125.0,0.0
2026-02-13T08:28:00+00:00,116500.0,0.0
2026-02-13T09:02:00+00:00,116875.0,0.0
2026-02-13T08:53:00+00:00,117250.0,0.0
2026-02-13T08:35:00+00:00,117625.0,0.0
2026-02-13T08:54:00+00:00,118000.0,0.0
2026-02-13T08:44:00+00:00,118375.0,0.0
2026-02-13T09:02:00+00:00,118750.0,0.0
2026-02-13T09:11:00+00:00,119125.0,0.0
2026-02-13T08:59:00+00:00,118875.0,0.2099
2026-02-13T09:21:00+00:00,119250.0,0.0
2026-02-13T09:14:00+00:00,119625.0,0.0
2026-02-13T09:07:00+00:00,119375.0,0.209
2026-02-13T09:02:00+00:00,119125.0,0.418
2026-02-13T09:02:00+00:00,118875.0,0.627
2026-02-13T09:57:00+00:00,118625.0,0.8359
