timestamp,equity,drawdown_pct
2026-01-28T16:59:55+00:00,99750.0,0.25
2026-01-28T17:00:15+00:00,99500.0,0.5
2026-01-28T16:30:49+00:00,99950.0,0.05
2026-01-28T15:35:04+00:00,99700.0,0.3
2026-01-28T16:47:05+00:00,99450.0,0.55
2026-01-28T16:07:11+00:00,99200.0,0.8
2026-01-28T15:36:55+00:00,98950.0,1.05
2026-01-28T15:58:01+00:00,98700.0,1.3
2026-01-28T16:49:13+00:00,98450.0,1.55
2026-01-28T16:47:24+00:00,98900.0,1.1
2026-01-28T17:14:21+00:00,99350.0,0.65
2026-01-28T15:48:04+00:00,99100.0,0.9
2026-01-28T17:12:44+00:00,99550.0,0.45
2026-01-28T17:44:15+00:00,100000.0,0.0
2026-01-28T17:44:22+00:00,100450.0,0.0
2026-01-28T16:17:07+00:00,100900.0,0.0
2026-01-28T16:50:57+00:00,101350.0,0.0
2026-01-28T16:43:13+00:00,101100.0,0.2467
2026-01-28T16:31:18+00:00,101550.0,0.0
2026-01-28T16:22:51+00:00,102000.0,0.0
2026-01-28T17:18:43+00:00,101750.0,0.2451
2026-01-28T16:21:57+00:00,102200.0,0.0
2026-01-28T16:07:59+00:00,102650.0,0.0
2026-01-28T16:46:59+00:00,103100.0,0.0
2026-01-28T17:19:10+00:00,103550.0,0.0
2026-01-28T17:16:08+00:00,103300.0,0.2414
2026-01-28T16:20:38+00:00,103750.0,0.0
2026-01-28T16:27:15+00:00,103500.0,0.241
2026-01-28T16:54:08+00:00,103250.0,0.4819
2026-01-28T17:20:55+00:00,103700.0,0.0482
2026-01-28T18:09:08+00:00,103450.0,0.2892
2026-01-28T17:22:39+00:00,103900.0,0.0
2026-01-28T18:05:51+00:00,104350.0,0.0
2026-01-28T17:24:35+00:00,104100.0,0.2396
2026-01-28T17:15:50+00:00,103850.0,0.4792
2026-01-28T16:51:20+00:00,103600.0,0.7187
2026-01-28T17:09:26+00:00,104050.0,0.2875
2026-01-28T18:08:55+00:00,104500.0,0.0
2026-01-28T17:25:25+00:00,104950.0,0.0
2026-01-28T17:01:04+00:00,105400.0,0.0
2026-01-28T17:51:20+00:00,105850.0,0.0
2026-01-28T17:14:23+00:00,105600.0,0.2362
2026-01-28T18:02:57+00:00,105350.0,0.4724
2026-01-28T18:38:30+00:00,105100.0,0.7085
2026-01-28T17:17:56+00:00,104850.0,0.9447
2026-01-28T17:14:13+00:00,104600.0,1.1809
2026-01-28T17:14:55+00:00,104350.0,1.4171
2026-01-28T17:47:02+00:00,104100.0,1.6533
2026-01-28T18:33:04+00:00,104550.0,1.2282
2026-01-28T18:28:30+00:00,104300.0,1.4643
2026-01-28T18:51:53+00:00,104050.0,1.7005
2026-01-28T17:56:22+00:00,104500.0,1.2754
2026-01-28T17:18:59+00:00,104950.0,0.8503
2026-01-28T17:30:19+00:00,105400.0,0.4251
2026-01-28T18:44:10+00:00,105850.0,0.0
2026-01-28T17:57:36+00:00,106300.0,0.0
2026-01-28T17:36:54+00:00,106050.0,0.2352
2026-01-28T19:00:36+00:00,106500.0,0.0
2026-01-28T19:04:32+00:00,106250.0,0.2347
2026-01-28T18:17:09+00:00,106000.0,0.4695
2026-01-28T18:55:22+00:00,106450.0,0.0469
2026-01-28T18:21:30+00:00,106200.0,0.2817
2026-01-28T18:19:46+00:00,106650.0,0.0
2026-01-28T18:10:24+00:00,107100.0,0.0
2026-01-28T18:47:58+00:00,107550.0,0.0
2026-01-28T17:37:55+00:00,108000.0,0.0
2026-01-28T19:02:19+00:00,108450.0,0.0
2026-01-28T19:11:32+00:00,108900.0,0.0
2026-01-28T19:32:00+00:00,109350.0,0.0
2026-01-28T18:56:36+00:00,109100.0,0.2286
2026-01-28T18:13:24+00:00,109550.0,0.0
2026-01-28T19:03:52+00:00,110000.0,0.0
2026-01-28T19:37:59+00:00,109750.0,0.2273
2026-01-28T18:52:17+00:00,110200.0,0.0
2026-01-28T19:16:54+00:00,109950.0,0.2269
2026-01-28T18:04:47+00:00,110400.0,0.0
2026-01-28T19:40:36+00:00,110150.0,0.2264
2026-01-28T19:12:24+00:00,109900.0,0.4529
2026-01-28T18:05:37+00:00,110350.0,0.0453
2026-01-28T18:18:00+00:00,110800.0,0.0
2026-01-28T19:51:59+00:00,110550.0,0.2256
2026-01-28T18:51:11+00:00,110300.0,0.4513
2026-01-28T20:06:25+00:00,110750.0,0.0451
2026-01-28T18:16:53+00:00,111200.0,0.0
2026-01-28T19:57:54+00:00,111650.0,0.0
2026-01-28T18:28:29+00:00,111400.0,0.2239
2026-01-28T18:32:25+00:00,111150.0,0.4478
2026-01-28T19:27:15+00:00,110900.0,0.6717
2026-01-28T19:06:59+00:00,110650.0,0.8957
2026-01-28T19:23:17+00:00,110400.0,1.1196
2026-01-28T19:25:07+00:00,110850.0,0.7165
2026-01-28T18:44:51+00:00,111300.0,0.3135
2026-01-28T20:21:14+00:00,111750.0,0.0
2026-01-28T19:11:55+00:00,111500.0,0.2237
2026-01-28T19:41:20+00:00,111950.0,0.0
2026-01-28T18:52:35+00:00,112400.0,0.0
2026-01-28T20:31:27+00:00,112850.0,0.0
2026-01-28T18:42:19+00:00,112600.0,0.2215
2026-01-28T19:46:32+00:00,112350.0,0.4431
