timestamp_entry,timestamp_exit,symbol,timeframe,mode,opportunity_id,side,qty,entry_price,exit_price,sl,tp,retcode,slippage,holding_time_sec,pnl,pnl_pct,pyramid_seq
2026-01-28T15:23:00+00:00,2026-01-28T16:59:55+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.78,5815,-250.0,-0.0025,
2026-01-28T15:25:00+00:00,2026-01-28T17:00:15+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.77,5715,-250.0,-0.0025,
2026-01-28T15:27:00+00:00,2026-01-28T16:30:49+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.26,3829,450.0,0.0025,
2026-01-28T15:29:00+00:00,2026-01-28T15:35:04+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.34,364,-250.0,-0.0025,
2026-01-28T15:31:00+00:00,2026-01-28T16:47:05+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.11,4565,-250.0,-0.0025,
2026-01-28T15:33:00+00:00,2026-01-28T16:07:11+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.15,2051,-250.0,-0.0025,
2026-01-28T15:35:00+00:00,2026-01-28T15:36:55+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.52,115,-250.0,-0.0025,
2026-01-28T15:37:00+00:00,2026-01-28T15:58:01+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.74,1261,-250.0,-0.0025,
2026-01-28T15:39:00+00:00,2026-01-28T16:49:13+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.66,4213,-250.0,-0.0025,
2026-01-28T15:41:00+00:00,2026-01-28T16:47:24+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.71,3984,450.0,0.0025,
2026-01-28T15:43:00+00:00,2026-01-28T17:14:21+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.15,5481,450.0,0.0025,
2026-01-28T15:45:00+00:00,2026-01-28T15:48:04+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.17,184,-250.0,-0.0025,
2026-01-28T15:47:00+00:00,2026-01-28T17:12:44+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.15,5144,450.0,0.0025,
2026-01-28T15:49:00+00:00,2026-01-28T17:44:15+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.33,6915,450.0,0.0025,
2026-01-28T15:51:00+00:00,2026-01-28T17:44:22+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10004_REQUOTE,0.78,6802,450.0,0.0025,
2026-01-28T15:53:00+00:00,2026-01-28T16:17:07+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.49,1447,450.0,0.0025,
2026-01-28T15:55:00+00:00,2026-01-28T16:50:57+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.16,3357,450.0,0.0025,
2026-01-28T15:57:00+00:00,2026-01-28T16:43:13+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.62,2773,-250.0,-0.0025,
2026-01-28T15:59:00+00:00,2026-01-28T16:31:18+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.31,1938,450.0,0.0025,
2026-01-28T16:01:00+00:00,2026-01-28T16:22:51+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.16,1311,450.0,0.0025,
2026-01-28T16:03:00+00:00,2026-01-28T17:18:43+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.58,4543,-250.0,-0.0025,
2026-01-28T16:05:00+00:00,2026-01-28T16:21:57+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.13,1017,450.0,0.0025,
2026-01-28T16:07:00+00:00,2026-01-28T16:07:59+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.56,59,450.0,0.0025,
2026-01-28T16:09:00+00:00,2026-01-28T16:46:59+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10010_PLACED,0.29,2279,450.0,0.0025,
2026-01-28T16:11:00+00:00,2026-01-28T17:19:10+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.21,4090,450.0,0.0025,
2026-01-28T16:13:00+00:00,2026-01-28T17:16:08+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.62,3788,-250.0,-0.0025,
2026-01-28T16:15:00+00:00,2026-01-28T16:20:38+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.66,338,450.0,0.0025,
2026-01-28T16:17:00+00:00,2026-01-28T16:27:15+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.61,615,-250.0,-0.0025,
2026-01-28T16:19:00+00:00,2026-01-28T16:54:08+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.69,2108,-250.0,-0.0025,
2026-01-28T16:21:00+00:00,2026-01-28T17:20:55+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.65,3595,450.0,0.0025,
2026-01-28T16:23:00+00:00,2026-01-28T18:09:08+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4628.56,4628.56,4698.34,10009_DONE,0.65,6368,-250.0,-0.0025,
2026-01-28T16:25:00+00:00,2026-01-28T17:22:39+00:00,XAUUSD,M1,scalp,OPP_a65d5206,BEARISH,1.0,4651.82,4698.34,4628.56,4698.34,10009_DONE,0.16,3459,450.0,0.0025,
