timestamp,equity,drawdown_pct
2026-01-28T05:03:00+00:00,100375.0,0.0
2026-01-28T05:07:00+00:00,100750.0,0.0
2026-01-28T04:51:00+00:00,100500.0,0.2481
2026-01-28T05:21:00+00:00,100875.0,0.0
2026-01-28T04:46:00+00:00,101250.0,0.0
2026-01-28T04:42:00+00:00,101000.0,0.2469
2026-01-28T04:51:00+00:00,101375.0,0.0
2026-01-28T04:45:00+00:00,101125.0,0.2466
2026-01-28T05:00:00+00:00,101500.0,0.0
2026-01-28T05:28:00+00:00,101250.0,0.2463
2026-01-28T05:44:00+00:00,101000.0,0.4926
2026-01-28T05:05:00+00:00,101375.0,0.1232
2026-01-28T05:37:00+00:00,101125.0,0.3695
2026-01-28T05:37:00+00:00,100875.0,0.6158
2026-01-28T05:59:00+00:00,100625.0,0.8621
2026-01-28T05:09:00+00:00,101000.0,0.4926
2026-01-28T05:59:00+00:00,100750.0,0.7389
2026-01-28T05:40:00+00:00,101125.0,0.3695
2026-01-28T05:32:00+00:00,101500.0,0.0
2026-01-28T05:51:00+00:00,101250.0,0.2463
2026-01-28T05:58:00+00:00,101000.0,0.4926
2026-01-28T05:56:00+00:00,101375.0,0.1232
2026-01-28T06:02:00+00:00,101750.0,0.0
2026-01-28T05:41:00+00:00,102125.0,0.0
2026-01-28T06:03:00+00:00,101875.0,0.2448
2026-01-28T06:13:00+00:00,101625.0,0.4896
2026-01-28T05:52:00+00:00,101375.0,0.7344
2026-01-28T06:16:00+00:00,101750.0,0.3672
2026-01-28T06:35:00+00:00,101500.0,0.612
2026-01-28T05:56:00+00:00,101875.0,0.2448
2026-01-28T06:30:00+00:00,101625.0,0.4896
2026-01-28T06:10:00+00:00,102000.0,0.1224
2026-01-28T06:29:00+00:00,102375.0,0.0
2026-01-28T06:55:00+00:00,102750.0,0.0
2026-01-28T06:10:00+00:00,102500.0,0.2433
2026-01-28T06:46:00+00:00,102250.0,0.4866
2026-01-28T06:22:00+00:00,102625.0,0.1217
2026-01-28T06:22:00+00:00,103000.0,0.0
2026-01-28T06:48:00+00:00,103375.0,0.0
2026-01-28T06:30:00+00:00,103750.0,0.0
2026-01-28T07:14:00+00:00,103500.0,0.241
2026-01-28T06:45:00+00:00,103250.0,0.4819
2026-01-28T06:59:00+00:00,103625.0,0.1205
2026-01-28T06:34:00+00:00,103375.0,0.3614
2026-01-28T07:16:00+00:00,103125.0,0.6024
2026-01-28T07:31:00+00:00,103500.0,0.241
2026-01-28T07:27:00+00:00,103250.0,0.4819
2026-01-28T07:21:00+00:00,103000.0,0.7229
2026-01-28T06:56:00+00:00,103375.0,0.3614
2026-01-28T07:43:00+00:00,103750.0,0.0
2026-01-28T07:17:00+00:00,103500.0,0.241
2026-01-28T07:24:00+00:00,103875.0,0.0
2026-01-28T07:51:00+00:00,104250.0,0.0
2026-01-28T07:40:00+00:00,104625.0,0.0
2026-01-28T07:45:00+00:00,104375.0,0.2389
2026-01-28T07:52:00+00:00,104750.0,0.0
2026-01-28T07:45:00+00:00,105125.0,0.0
2026-01-28T07:41:00+00:00,105500.0,0.0
2026-01-28T07:41:00+00:00,105250.0,0.237
2026-01-28T07:28:00+00:00,105625.0,0.0
2026-01-28T08:13:00+00:00,106000.0,0.0
2026-01-28T07:56:00+00:00,105750.0,0.2358
2026-01-28T08:06:00+00:00,105500.0,0.4717
2026-01-28T08:12:00+00:00,105875.0,0.1179
2026-01-28T08:06:00+00:00,106250.0,0.0
2026-01-28T08:25:00+00:00,106625.0,0.0
2026-01-28T08:40:00+00:00,106375.0,0.2345
2026-01-28T08:29:00+00:00,106750.0,0.0
2026-01-28T08:32:00+00:00,107125.0,0.0
2026-01-28T08:03:00+00:00,107500.0,0.0
2026-01-28T08:20:00+00:00,107875.0,0.0
2026-01-28T08:12:00+00:00,108250.0,0.0
2026-01-28T08:43:00+00:00,108625.0,0.0
2026-01-28T08:08:00+00:00,109000.0,0.0
2026-01-28T08:28:00+00:00,108750.0,0.2294
2026-01-28T08:53:00+00:00,109125.0,0.0
2026-01-28T08:26:00+00:00,109500.0,0.0
2026-01-28T08:40:00+00:00,109875.0,0.0
2026-01-28T08:52:00+00:00,109625.0,0.2275
2026-01-28T09:18:00+00:00,109375.0,0.4551
2026-01-28T08:41:00+00:00,109125.0,0.6826
2026-01-28T09:13:00+00:00,108875.0,0.9101
2026-01-28T08:35:00+00:00,109250.0,0.5688
2026-01-28T09:01:00+00:00,109625.0,0.2275
2026-01-28T09:10:00+00:00,110000.0,0.0
2026-01-28T09:31:00+00:00,109750.0,0.2273
2026-01-28T09:27:00+00:00,110125.0,0.0
2026-01-28T09:43:00+00:00,110500.0,0.0
2026-01-28T09:14:00+00:00,110875.0,0.0
2026-01-28T08:58:00+00:00,110625.0,0.2255
2026-01-28T09:18:00+00:00,111000.0,0.0
2026-01-28T09:43:00+00:00,111375.0,0.0
2026-01-28T09:43:00+00:00,111125.0,0.2245
2026-01-28T10:02:00+00:00,110875.0,0.4489
2026-01-28T09:40:00+00:00,110625.0,0.6734
2026-01-28T09:24:00+00:00,111000.0,0.3367
2026-01-28T09:18:00+00:00,111375.0,0.0
2026-01-28T09:34:00+00:00,111750.0,0.0
2026-01-28T09:23:00+00:00,111500.0,0.2237
2026-01-28T09:41:00+00:00,111875.0,0.0
2026-01-28T10:05:00+00:00,112250.0,0.0
2026-01-28T10:27:00+00:00,112625.0,0.0
2026-01-28T09:59:00+00:00,112375.0,0.222
2026-01-28T10:03:00+00:00,112750.0,0.0
2026-01-28T10:10:00+00:00,112500.0,0.2217
2026-01-28T10:11:00+00:00,112250.0,0.4435
2026-01-28T10:39:00+00:00,112625.0,0.1109
2026-01-28T10:43:00+00:00,112375.0,0.3326
2026-01-28T10:19:00+00:00,112750.0,0.0
2026-01-28T10:32:00+00:00,113125.0,0.0
2026-01-28T10:24:00+00:00,113500.0,0.0
2026-01-28T10:17:00+00:00,113875.0,0.0
2026-01-28T10:11:00+00:00,114250.0,0.0
2026-01-28T10:47:00+00:00,114625.0,0.0
2026-01-28T10:13:00+00:00,115000.0,0.0
2026-01-28T10:56:00+00:00,114750.0,0.2174
2026-01-28T10:54:00+00:00,115125.0,0.0
2026-01-28T11:06:00+00:00,115500.0,0.0
2026-01-28T11:13:00+00:00,115875.0,0.0
2026-01-28T10:45:00+00:00,116250.0,0.0
2026-01-28T10:47:00+00:00,116625.0,0.0
2026-01-28T11:20:00+00:00,116375.0,0.2144
2026-01-28T10:57:00+00:00,116750.0,0.0
2026-01-28T10:49:00+00:00,117125.0,0.0
2026-01-28T11:15:00+00:00,116875.0,0.2134
2026-01-28T11:10:00+00:00,116625.0,0.4269
2026-01-28T11:19:00+00:00,117000.0,0.1067
2026-01-28T11:25:00+00:00,117375.0,0.0
2026-01-28T10:53:00+00:00,117750.0,0.0
2026-01-28T10:57:00+00:00,117500.0,0.2123
2026-01-28T11:08:00+00:00,117875.0,0.0
2026-01-28T11:32:00+00:00,118250.0,0.0
2026-01-28T11:52:00+00:00,118000.0,0.2114
2026-01-28T11:57:00+00:00,117750.0,0.4228
2026-01-28T11:40:00+00:00,118125.0,0.1057
2026-01-28T11:44:00+00:00,118500.0,0.0
2026-01-28T11:52:00+00:00,118875.0,0.0
2026-01-28T11:59:00+00:00,118625.0,0.2103
2026-01-28T11:33:00+00:00,119000.0,0.0
2026-01-28T12:21:00+00:00,118750.0,0.2101
